# x,y,psi,psi_target,v_target -- speed-optimised centreline exported by tuner.tools.raceline_optimizer from a cone_recorder map.
# source_map=/home/Formula-Student-Driverless-Simulator/ros2/src/fsae_planning/tracks/acceleration_20260916/cone_map.json
# lateral_offsets=False
# centreline_lap_time_s=7.784 (no lateral optimisation -- diagnostic centreline)
# psi_target: shaped heading-lead reference (see late_turn_in_investigation.md Part 8/9), NOT the geometric path tangent (psi). Backward-compatible: a loader reading only 4 columns (x,y,psi,v_target) still parses this file.
x,y,psi,psi_target,v_target
12.2773,0.0000,0.00000,0.00000,16.7000
12.3423,0.0000,0.00000,0.00000,16.7000
12.4074,0.0000,0.00000,0.00000,16.7000
12.4725,0.0000,0.00000,0.00000,16.7000
12.5375,0.0000,0.00000,0.00000,16.7000
12.6026,0.0000,0.00000,0.00000,16.7000
12.6677,0.0000,0.00000,0.00000,16.7000
12.7327,0.0000,0.00000,0.00000,16.7000
12.7978,0.0000,0.00000,0.00000,16.7000
12.8629,0.0000,0.00000,0.00000,16.7000
12.9279,0.0000,0.00000,0.00000,16.7000
12.9930,0.0000,0.00000,0.00000,16.7000
13.0581,0.0000,0.00000,0.00000,16.7000
13.1231,0.0000,0.00000,0.00000,16.7000
13.1882,0.0000,0.00000,0.00000,16.7000
13.2533,0.0000,0.00000,0.00000,16.7000
13.3183,0.0000,0.00000,0.00000,16.7000
13.3834,0.0000,0.00000,0.00000,16.7000
13.4484,0.0000,0.00000,0.00000,16.7000
13.5135,0.0000,0.00000,0.00000,16.7000
13.5786,0.0000,0.00000,0.00000,16.7000
13.6436,0.0000,0.00000,0.00000,16.7000
13.7087,0.0000,0.00000,0.00000,16.7000
13.7738,0.0000,0.00000,0.00000,16.7000
13.8388,0.0000,0.00000,0.00000,16.7000
13.9039,0.0000,0.00000,0.00000,16.7000
13.9690,0.0000,0.00000,0.00000,16.7000
14.0340,0.0000,0.00000,0.00000,16.7000
14.0991,0.0000,0.00000,0.00000,16.7000
14.1642,0.0000,0.00000,0.00000,16.7000
14.2292,0.0000,0.00000,0.00000,16.7000
14.2943,0.0000,0.00000,0.00000,16.7000
14.3594,0.0000,0.00000,0.00000,16.7000
14.4244,0.0000,0.00000,0.00000,16.7000
14.4895,0.0000,0.00000,0.00000,16.7000
14.5546,0.0000,0.00000,0.00000,16.7000
14.6196,0.0000,0.00000,0.00000,16.7000
14.6847,0.0000,0.00000,0.00000,16.7000
14.7497,0.0000,0.00000,0.00000,16.7000
14.8148,0.0000,0.00000,0.00000,16.7000
14.8799,0.0000,0.00000,0.00000,16.7000
14.9449,0.0000,0.00000,0.00000,16.7000
15.0100,0.0000,0.00000,0.00000,16.7000
15.0751,0.0000,0.00000,0.00000,16.7000
15.1401,0.0000,0.00000,0.00000,16.7000
15.2052,0.0000,0.00000,0.00000,16.7000
15.2703,0.0000,0.00000,0.00000,16.7000
15.3353,0.0000,0.00000,0.00000,16.7000
15.4004,0.0000,0.00000,0.00000,16.7000
15.4655,0.0000,0.00000,0.00000,16.7000
15.5305,0.0000,0.00000,0.00000,16.7000
15.5956,0.0000,0.00000,0.00000,16.7000
15.6607,0.0000,0.00000,0.00000,16.7000
15.7257,0.0000,0.00000,0.00000,16.7000
15.7908,0.0000,0.00000,0.00000,16.7000
15.8559,0.0000,0.00000,0.00000,16.7000
15.9209,0.0000,0.00000,0.00000,16.7000
15.9860,0.0000,0.00000,0.00000,16.7000
16.0511,0.0000,0.00000,0.00000,16.7000
16.1161,0.0000,0.00000,0.00000,16.7000
16.1812,0.0000,0.00000,0.00000,16.7000
16.2462,0.0000,0.00000,0.00000,16.7000
16.3113,0.0000,0.00000,0.00000,16.7000
16.3764,0.0000,0.00000,0.00000,16.7000
16.4414,0.0000,0.00000,0.00000,16.7000
16.5065,0.0000,0.00000,0.00000,16.7000
16.5716,0.0000,0.00000,0.00000,16.7000
16.6366,0.0000,0.00000,0.00000,16.7000
16.7017,0.0000,0.00000,0.00000,16.7000
16.7668,0.0000,0.00000,0.00000,16.7000
16.8318,0.0000,0.00000,0.00000,16.7000
16.8969,0.0000,0.00000,0.00000,16.7000
16.9620,0.0000,0.00000,0.00000,16.7000
17.0270,0.0000,0.00000,0.00000,16.7000
17.0921,0.0000,0.00000,0.00000,16.7000
17.1572,0.0000,0.00000,0.00000,16.7000
17.2222,0.0000,0.00000,0.00000,16.7000
17.2873,0.0000,0.00000,0.00000,16.7000
17.3524,0.0000,0.00000,0.00000,16.7000
17.4174,0.0000,0.00000,0.00000,16.7000
17.4825,0.0000,0.00000,0.00000,16.7000
17.5475,0.0000,0.00000,0.00000,16.7000
17.6126,0.0000,0.00000,0.00000,16.7000
17.6777,0.0000,0.00000,0.00000,16.7000
17.7427,0.0000,0.00000,0.00000,16.7000
17.8078,0.0000,0.00000,0.00000,16.7000
17.8729,0.0000,0.00000,0.00000,16.7000
17.9379,0.0000,0.00000,0.00000,16.7000
18.0030,0.0000,0.00000,0.00000,16.7000
18.0681,0.0000,0.00000,0.00000,16.7000
18.1331,0.0000,0.00000,0.00000,16.7000
18.1982,0.0000,0.00000,0.00000,16.7000
18.2633,0.0000,0.00000,0.00000,16.7000
18.3283,0.0000,0.00000,0.00000,16.7000
18.3934,0.0000,0.00000,0.00000,16.7000
18.4585,0.0000,0.00000,0.00000,16.7000
18.5235,0.0000,0.00000,0.00000,16.7000
18.5886,0.0000,0.00000,0.00000,16.7000
18.6537,0.0000,0.00000,0.00000,16.7000
18.7187,0.0000,0.00000,0.00000,16.7000
18.7838,0.0000,0.00000,0.00000,16.7000
18.8488,0.0000,0.00000,0.00000,16.7000
18.9139,0.0000,0.00000,0.00000,16.7000
18.9790,0.0000,0.00000,0.00000,16.7000
19.0440,0.0000,0.00000,0.00000,16.7000
19.1091,0.0000,0.00000,0.00000,16.7000
19.1742,0.0000,0.00000,0.00000,16.7000
19.2392,0.0000,0.00000,0.00000,16.7000
19.3043,0.0000,0.00000,0.00000,16.7000
19.3694,0.0000,0.00000,0.00000,16.7000
19.4344,0.0000,0.00000,0.00000,16.7000
19.4995,0.0000,0.00000,0.00000,16.7000
19.5646,0.0000,0.00000,0.00000,16.7000
19.6296,0.0000,0.00000,0.00000,16.7000
19.6947,0.0000,0.00000,0.00000,16.7000
19.7598,0.0000,0.00000,0.00000,16.7000
19.8248,0.0000,0.00000,0.00000,16.7000
19.8899,0.0000,0.00000,0.00000,16.7000
19.9550,0.0000,0.00000,0.00000,16.7000
20.0200,0.0000,0.00000,0.00000,16.7000
20.0851,0.0000,0.00000,0.00000,16.7000
20.1502,0.0000,0.00000,0.00000,16.7000
20.2152,0.0000,0.00000,0.00000,16.7000
20.2803,0.0000,0.00000,0.00000,16.7000
20.3453,0.0000,0.00000,0.00000,16.7000
20.4104,0.0000,0.00000,0.00000,16.7000
20.4755,0.0000,0.00000,0.00000,16.7000
20.5405,0.0000,0.00000,0.00000,16.7000
20.6056,0.0000,0.00000,0.00000,16.7000
20.6707,0.0000,0.00000,0.00000,16.7000
20.7357,0.0000,0.00000,0.00000,16.7000
20.8008,0.0000,0.00000,0.00000,16.7000
20.8659,0.0000,0.00000,0.00000,16.7000
20.9309,0.0000,0.00000,0.00000,16.7000
20.9960,0.0000,0.00000,0.00000,16.7000
21.0611,0.0000,0.00000,0.00000,16.7000
21.1261,0.0000,0.00000,0.00000,16.7000
21.1912,0.0000,0.00000,0.00000,16.7000
21.2563,0.0000,0.00000,0.00000,16.7000
21.3213,0.0000,0.00000,0.00000,16.7000
21.3864,0.0000,0.00000,0.00000,16.7000
21.4515,0.0000,0.00000,0.00000,16.7000
21.5165,0.0000,0.00000,0.00000,16.7000
21.5816,0.0000,0.00000,0.00000,16.7000
21.6466,0.0000,0.00000,0.00000,16.7000
21.7117,0.0000,0.00000,0.00000,16.7000
21.7768,0.0000,0.00000,0.00000,16.7000
21.8418,0.0000,0.00000,0.00000,16.7000
21.9069,0.0000,0.00000,0.00000,16.7000
21.9720,0.0000,0.00000,0.00000,16.7000
22.0370,0.0000,0.00000,0.00000,16.7000
22.1021,0.0000,0.00000,0.00000,16.7000
22.1672,0.0000,0.00000,0.00000,16.7000
22.2322,0.0000,0.00000,0.00000,16.7000
22.2973,0.0000,0.00000,0.00000,16.7000
22.3624,0.0000,0.00000,0.00000,16.7000
22.4274,0.0000,0.00000,0.00000,16.7000
22.4925,0.0000,0.00000,0.00000,16.7000
22.5576,0.0000,0.00000,0.00000,16.7000
22.6226,0.0000,0.00000,0.00000,16.7000
22.6877,0.0000,0.00000,0.00000,16.7000
22.7528,0.0000,0.00000,0.00000,16.7000
22.8178,0.0000,0.00000,0.00000,16.7000
22.8829,0.0000,0.00000,0.00000,16.7000
22.9479,0.0000,0.00000,0.00000,16.7000
23.0130,0.0000,0.00000,0.00000,16.7000
23.0781,0.0000,0.00000,0.00000,16.7000
23.1431,0.0000,0.00000,0.00000,16.7000
23.2082,0.0000,0.00000,0.00000,16.7000
23.2733,0.0000,0.00000,0.00000,16.7000
23.3383,0.0000,0.00000,0.00000,16.7000
23.4034,0.0000,0.00000,0.00000,16.7000
23.4685,0.0000,0.00000,0.00000,16.7000
23.5335,0.0000,0.00000,0.00000,16.7000
23.5986,0.0000,0.00000,0.00000,16.7000
23.6637,0.0000,0.00000,0.00000,16.7000
23.7287,0.0000,0.00000,0.00000,16.7000
23.7938,0.0000,0.00000,0.00000,16.7000
23.8589,0.0000,0.00000,0.00000,16.7000
23.9239,0.0000,0.00000,0.00000,16.7000
23.9890,0.0000,0.00000,0.00000,16.7000
24.0541,0.0000,0.00000,0.00000,16.7000
24.1191,0.0000,0.00000,0.00000,16.7000
24.1842,0.0000,0.00000,0.00000,16.7000
24.2492,0.0000,0.00000,0.00000,16.7000
24.3143,0.0000,0.00000,0.00000,16.7000
24.3794,0.0000,0.00000,0.00000,16.7000
24.4444,0.0000,0.00000,0.00000,16.7000
24.5095,0.0000,0.00000,0.00000,16.7000
24.5746,0.0000,0.00000,0.00000,16.7000
24.6396,0.0000,0.00000,0.00000,16.7000
24.7047,0.0000,0.00000,0.00000,16.7000
24.7698,0.0000,0.00000,0.00000,16.7000
24.8348,0.0000,0.00000,0.00000,16.7000
24.8999,0.0000,0.00000,0.00000,16.7000
24.9650,0.0000,0.00000,0.00000,16.7000
25.0300,0.0000,0.00000,0.00000,16.7000
25.0951,0.0000,0.00000,0.00000,16.7000
25.1602,0.0000,0.00000,0.00000,16.7000
25.2252,0.0000,0.00000,0.00000,16.7000
25.2903,0.0000,0.00000,0.00000,16.7000
25.3554,0.0000,0.00000,0.00000,16.7000
25.4204,0.0000,0.00000,0.00000,16.7000
25.4855,0.0000,0.00000,0.00000,16.7000
25.5506,0.0000,0.00000,0.00000,16.7000
25.6156,0.0000,0.00000,0.00000,16.7000
25.6807,0.0000,0.00000,0.00000,16.7000
25.7457,0.0000,0.00000,0.00000,16.7000
25.8108,0.0000,0.00000,0.00000,16.7000
25.8759,0.0000,0.00000,0.00000,16.7000
25.9409,0.0000,0.00000,0.00000,16.7000
26.0060,0.0000,0.00000,0.00000,16.7000
26.0711,0.0000,0.00000,0.00000,16.7000
26.1361,0.0000,0.00000,0.00000,16.7000
26.2012,0.0000,0.00000,0.00000,16.7000
26.2663,0.0000,0.00000,0.00000,16.7000
26.3313,0.0000,0.00000,0.00000,16.7000
26.3964,0.0000,0.00000,0.00000,16.7000
26.4615,0.0000,0.00000,0.00000,16.7000
26.5265,0.0000,0.00000,0.00000,16.7000
26.5916,0.0000,0.00000,0.00000,16.7000
26.6567,0.0000,0.00000,0.00000,16.7000
26.7217,0.0000,0.00000,0.00000,16.7000
26.7868,0.0000,0.00000,0.00000,16.7000
26.8519,0.0000,0.00000,0.00000,16.7000
26.9169,0.0000,0.00000,0.00000,16.7000
26.9820,0.0000,0.00000,0.00000,16.7000
27.0470,0.0000,0.00000,0.00000,16.7000
27.1121,0.0000,0.00000,0.00000,16.7000
27.1772,0.0000,0.00000,0.00000,16.7000
27.2422,0.0000,0.00000,0.00000,16.7000
27.3073,0.0000,0.00000,0.00000,16.7000
27.3724,0.0000,0.00000,0.00000,16.7000
27.4374,0.0000,0.00000,0.00000,16.7000
27.5025,0.0000,0.00000,0.00000,16.7000
27.5676,0.0000,0.00000,0.00000,16.7000
27.6326,0.0000,0.00000,0.00000,16.7000
27.6977,0.0000,0.00000,0.00000,16.7000
27.7628,0.0000,0.00000,0.00000,16.7000
27.8278,0.0000,0.00000,0.00000,16.7000
27.8929,0.0000,0.00000,0.00000,16.7000
27.9580,0.0000,0.00000,0.00000,16.7000
28.0230,0.0000,0.00000,0.00000,16.7000
28.0881,0.0000,0.00000,0.00000,16.7000
28.1532,0.0000,0.00000,0.00000,16.7000
28.2182,0.0000,0.00000,0.00000,16.7000
28.2833,0.0000,0.00000,0.00000,16.7000
28.3483,0.0000,0.00000,0.00000,16.7000
28.4134,0.0000,0.00000,0.00000,16.7000
28.4785,0.0000,0.00000,0.00000,16.7000
28.5435,0.0000,0.00000,0.00000,16.7000
28.6086,0.0000,0.00000,0.00000,16.7000
28.6737,0.0000,0.00000,0.00000,16.7000
28.7387,0.0000,0.00000,0.00000,16.7000
28.8038,0.0000,0.00000,0.00000,16.7000
28.8689,0.0000,0.00000,0.00000,16.7000
28.9339,0.0000,0.00000,0.00000,16.7000
28.9990,0.0000,0.00000,0.00000,16.7000
29.0641,0.0000,0.00000,0.00000,16.7000
29.1291,0.0000,0.00000,0.00000,16.7000
29.1942,0.0000,0.00000,0.00000,16.7000
29.2593,0.0000,0.00000,0.00000,16.7000
29.3243,0.0000,0.00000,0.00000,16.7000
29.3894,0.0000,0.00000,0.00000,16.7000
29.4545,0.0000,0.00000,0.00000,16.7000
29.5195,0.0000,0.00000,0.00000,16.7000
29.5846,0.0000,0.00000,0.00000,16.7000
29.6496,0.0000,0.00000,0.00000,16.7000
29.7147,0.0000,0.00000,0.00000,16.7000
29.7798,0.0000,0.00000,0.00000,16.7000
29.8448,0.0000,0.00000,0.00000,16.7000
29.9099,0.0000,0.00000,0.00000,16.7000
29.9750,0.0000,0.00000,0.00000,16.7000
30.0400,0.0000,0.00000,0.00000,16.7000
30.1051,0.0000,0.00000,0.00000,16.7000
30.1702,0.0000,0.00000,0.00000,16.7000
30.2352,0.0000,0.00000,0.00000,16.7000
30.3003,0.0000,0.00000,0.00000,16.7000
30.3654,0.0000,0.00000,0.00000,16.7000
30.4304,0.0000,0.00000,0.00000,16.7000
30.4955,0.0000,0.00000,0.00000,16.7000
30.5606,0.0000,0.00000,0.00000,16.7000
30.6256,0.0000,0.00000,0.00000,16.7000
30.6907,0.0000,0.00000,0.00000,16.7000
30.7558,0.0000,0.00000,0.00000,16.7000
30.8208,0.0000,0.00000,0.00000,16.7000
30.8859,0.0000,0.00000,0.00000,16.7000
30.9510,0.0000,0.00000,0.00000,16.7000
31.0160,0.0000,0.00000,0.00000,16.7000
31.0811,0.0000,0.00000,0.00000,16.7000
31.1461,0.0000,0.00000,0.00000,16.7000
31.2112,0.0000,0.00000,0.00000,16.7000
31.2763,0.0000,0.00000,0.00000,16.7000
31.3413,0.0000,0.00000,0.00000,16.7000
31.4064,0.0000,0.00000,0.00000,16.7000
31.4715,0.0000,0.00000,0.00000,16.7000
31.5365,0.0000,0.00000,0.00000,16.7000
31.6016,0.0000,0.00000,0.00000,16.7000
31.6667,0.0000,0.00000,0.00000,16.7000
31.7317,0.0000,0.00000,0.00000,16.7000
31.7968,0.0000,0.00000,0.00000,16.7000
31.8619,0.0000,0.00000,0.00000,16.7000
31.9269,0.0000,0.00000,0.00000,16.7000
31.9920,0.0000,0.00000,0.00000,16.7000
32.0571,0.0000,0.00000,0.00000,16.7000
32.1221,0.0000,0.00000,0.00000,16.7000
32.1872,0.0000,0.00000,0.00000,16.7000
32.2523,0.0000,0.00000,0.00000,16.7000
32.3173,0.0000,0.00000,0.00000,16.7000
32.3824,0.0000,0.00000,0.00000,16.7000
32.4474,0.0000,0.00000,0.00000,16.7000
32.5125,0.0000,0.00000,0.00000,16.7000
32.5776,0.0000,0.00000,0.00000,16.7000
32.6426,0.0000,0.00000,0.00000,16.7000
32.7077,0.0000,0.00000,0.00000,16.7000
32.7728,0.0000,0.00000,0.00000,16.7000
32.8378,0.0000,0.00000,0.00000,16.7000
32.9029,0.0000,0.00000,0.00000,16.7000
32.9680,0.0000,0.00000,0.00000,16.7000
33.0330,0.0000,0.00000,0.00000,16.7000
33.0981,0.0000,0.00000,0.00000,16.7000
33.1632,0.0000,0.00000,0.00000,16.7000
33.2282,0.0000,0.00000,0.00000,16.7000
33.2933,0.0000,0.00000,0.00000,16.7000
33.3584,0.0000,0.00000,0.00000,16.7000
33.4234,0.0000,0.00000,0.00000,16.7000
33.4885,0.0000,0.00000,0.00000,16.7000
33.5536,0.0000,0.00000,0.00000,16.7000
33.6186,0.0000,0.00000,0.00000,16.7000
33.6837,0.0000,0.00000,0.00000,16.7000
33.7487,0.0000,0.00000,0.00000,16.7000
33.8138,0.0000,0.00000,0.00000,16.7000
33.8789,0.0000,0.00000,0.00000,16.7000
33.9439,0.0000,0.00000,0.00000,16.7000
34.0090,0.0000,0.00000,0.00000,16.7000
34.0741,0.0000,0.00000,0.00000,16.7000
34.1391,0.0000,0.00000,0.00000,16.7000
34.2042,0.0000,0.00000,0.00000,16.7000
34.2693,0.0000,0.00000,0.00000,16.7000
34.3343,0.0000,0.00000,0.00000,16.7000
34.3994,0.0000,0.00000,0.00000,16.7000
34.4645,0.0000,0.00000,0.00000,16.7000
34.5295,0.0000,0.00000,0.00000,16.7000
34.5946,0.0000,0.00000,0.00000,16.7000
34.6597,0.0000,0.00000,0.00000,16.7000
34.7247,0.0000,0.00000,0.00000,16.7000
34.7898,0.0000,0.00000,0.00000,16.7000
34.8549,0.0000,0.00000,0.00000,16.7000
34.9199,0.0000,0.00000,0.00000,16.7000
34.9850,0.0000,0.00000,0.00000,16.7000
35.0501,0.0000,0.00000,0.00000,16.7000
35.1151,0.0000,0.00000,0.00000,16.7000
35.1802,0.0000,0.00000,0.00000,16.7000
35.2452,0.0000,0.00000,0.00000,16.7000
35.3103,0.0000,0.00000,0.00000,16.7000
35.3754,0.0000,0.00000,0.00000,16.7000
35.4404,0.0000,0.00000,0.00000,16.7000
35.5055,0.0000,0.00000,0.00000,16.7000
35.5706,0.0000,0.00000,0.00000,16.7000
35.6356,0.0000,0.00000,0.00000,16.7000
35.7007,0.0000,0.00000,0.00000,16.7000
35.7658,0.0000,0.00000,0.00000,16.7000
35.8308,0.0000,0.00000,0.00000,16.7000
35.8959,0.0000,0.00000,0.00000,16.7000
35.9610,0.0000,0.00000,0.00000,16.7000
36.0260,0.0000,0.00000,0.00000,16.7000
36.0911,0.0000,0.00000,0.00000,16.7000
36.1562,0.0000,0.00000,0.00000,16.7000
36.2212,0.0000,0.00000,0.00000,16.7000
36.2863,0.0000,0.00000,0.00000,16.7000
36.3514,0.0000,0.00000,0.00000,16.7000
36.4164,0.0000,0.00000,0.00000,16.7000
36.4815,0.0000,0.00000,0.00000,16.7000
36.5465,0.0000,0.00000,0.00000,16.7000
36.6116,0.0000,0.00000,0.00000,16.7000
36.6767,0.0000,0.00000,0.00000,16.7000
36.7417,0.0000,0.00000,0.00000,16.7000
36.8068,0.0000,0.00000,0.00000,16.7000
36.8719,0.0000,0.00000,0.00000,16.7000
36.9369,0.0000,0.00000,0.00000,16.7000
37.0020,0.0000,0.00000,0.00000,16.7000
37.0671,0.0000,0.00000,0.00000,16.7000
37.1321,0.0000,0.00000,0.00000,16.7000
37.1972,0.0000,0.00000,0.00000,16.7000
37.2623,0.0000,0.00000,0.00000,16.7000
37.3273,0.0000,0.00000,0.00000,16.7000
37.3924,0.0000,0.00000,0.00000,16.7000
37.4575,0.0000,0.00000,0.00000,16.7000
37.5225,0.0000,0.00000,0.00000,16.7000
37.5876,0.0000,0.00000,0.00000,16.7000
37.6527,0.0000,0.00000,0.00000,16.7000
37.7177,0.0000,0.00000,0.00000,16.7000
37.7828,0.0000,0.00000,0.00000,16.7000
37.8478,0.0000,0.00000,0.00000,16.7000
37.9129,0.0000,0.00000,0.00000,16.7000
37.9780,0.0000,0.00000,0.00000,16.7000
38.0430,0.0000,0.00000,0.00000,16.7000
38.1081,0.0000,0.00000,0.00000,16.7000
38.1732,0.0000,0.00000,0.00000,16.7000
38.2382,0.0000,0.00000,0.00000,16.7000
38.3033,0.0000,0.00000,0.00000,16.7000
38.3684,0.0000,0.00000,0.00000,16.7000
38.4334,0.0000,0.00000,0.00000,16.7000
38.4985,0.0000,0.00000,0.00000,16.7000
38.5636,0.0000,0.00000,0.00000,16.7000
38.6286,0.0000,0.00000,0.00000,16.7000
38.6937,0.0000,0.00000,0.00000,16.7000
38.7588,0.0000,0.00000,0.00000,16.7000
38.8238,0.0000,0.00000,0.00000,16.7000
38.8889,0.0000,0.00000,0.00000,16.7000
38.9540,0.0000,0.00000,0.00000,16.7000
39.0190,0.0000,0.00000,0.00000,16.7000
39.0841,0.0000,0.00000,0.00000,16.7000
39.1491,0.0000,0.00000,0.00000,16.7000
39.2142,0.0000,0.00000,0.00000,16.7000
39.2793,0.0000,0.00000,0.00000,16.7000
39.3443,0.0000,0.00000,0.00000,16.7000
39.4094,0.0000,0.00000,0.00000,16.7000
39.4745,0.0000,0.00000,0.00000,16.7000
39.5395,0.0000,0.00000,0.00000,16.7000
39.6046,0.0000,0.00000,0.00000,16.7000
39.6697,0.0000,0.00000,0.00000,16.7000
39.7347,0.0000,0.00000,0.00000,16.7000
39.7998,0.0000,0.00000,0.00000,16.7000
39.8649,0.0000,0.00000,0.00000,16.7000
39.9299,0.0000,0.00000,0.00000,16.7000
39.9950,0.0000,0.00000,0.00000,16.7000
40.0601,0.0000,0.00000,0.00000,16.7000
40.1251,0.0000,0.00000,0.00000,16.7000
40.1902,0.0000,0.00000,0.00000,16.7000
40.2553,0.0000,0.00000,0.00000,16.7000
40.3203,0.0000,0.00000,0.00000,16.7000
40.3854,0.0000,0.00000,0.00000,16.7000
40.4505,0.0000,0.00000,0.00000,16.7000
40.5155,0.0000,0.00000,0.00000,16.7000
40.5806,0.0000,0.00000,0.00000,16.7000
40.6456,0.0000,0.00000,0.00000,16.7000
40.7107,0.0000,0.00000,0.00000,16.7000
40.7758,0.0000,0.00000,0.00000,16.7000
40.8408,0.0000,0.00000,0.00000,16.7000
40.9059,0.0000,0.00000,0.00000,16.7000
40.9710,0.0000,0.00000,0.00000,16.7000
41.0360,0.0000,0.00000,0.00000,16.7000
41.1011,0.0000,0.00000,0.00000,16.7000
41.1662,0.0000,0.00000,0.00000,16.7000
41.2312,0.0000,0.00000,0.00000,16.7000
41.2963,0.0000,0.00000,0.00000,16.7000
41.3614,0.0000,0.00000,0.00000,16.7000
41.4264,0.0000,0.00000,0.00000,16.7000
41.4915,0.0000,0.00000,0.00000,16.7000
41.5566,0.0000,0.00000,0.00000,16.7000
41.6216,0.0000,0.00000,0.00000,16.7000
41.6867,0.0000,0.00000,0.00000,16.7000
41.7518,0.0000,0.00000,0.00000,16.7000
41.8168,0.0000,0.00000,0.00000,16.7000
41.8819,0.0000,0.00000,0.00000,16.7000
41.9469,0.0000,0.00000,0.00000,16.7000
42.0120,0.0000,0.00000,0.00000,16.7000
42.0771,0.0000,0.00000,0.00000,16.7000
42.1421,0.0000,0.00000,0.00000,16.7000
42.2072,0.0000,0.00000,0.00000,16.7000
42.2723,0.0000,0.00000,0.00000,16.7000
42.3373,0.0000,0.00000,0.00000,16.7000
42.4024,0.0000,0.00000,0.00000,16.7000
42.4675,0.0000,0.00000,0.00000,16.7000
42.5325,0.0000,0.00000,0.00000,16.7000
42.5976,0.0000,0.00000,0.00000,16.7000
42.6627,0.0000,0.00000,0.00000,16.7000
42.7277,0.0000,0.00000,0.00000,16.7000
42.7928,0.0000,0.00000,0.00000,16.7000
42.8579,0.0000,0.00000,0.00000,16.7000
42.9229,0.0000,0.00000,0.00000,16.7000
42.9880,0.0000,0.00000,0.00000,16.7000
43.0531,0.0000,0.00000,0.00000,16.7000
43.1181,0.0000,0.00000,0.00000,16.7000
43.1832,0.0000,0.00000,0.00000,16.7000
43.2482,0.0000,0.00000,0.00000,16.7000
43.3133,0.0000,0.00000,0.00000,16.7000
43.3784,0.0000,0.00000,0.00000,16.7000
43.4434,0.0000,0.00000,0.00000,16.7000
43.5085,0.0000,0.00000,0.00000,16.7000
43.5736,0.0000,0.00000,0.00000,16.7000
43.6386,0.0000,0.00000,0.00000,16.7000
43.7037,0.0000,0.00000,0.00000,16.7000
43.7688,0.0000,0.00000,0.00000,16.7000
43.8338,0.0000,0.00000,0.00000,16.7000
43.8989,0.0000,0.00000,0.00000,16.7000
43.9640,0.0000,0.00000,0.00000,16.7000
44.0290,0.0000,0.00000,0.00000,16.7000
44.0941,0.0000,0.00000,0.00000,16.7000
44.1592,0.0000,0.00000,0.00000,16.7000
44.2242,0.0000,0.00000,0.00000,16.7000
44.2893,0.0000,0.00000,0.00000,16.7000
44.3544,0.0000,0.00000,0.00000,16.7000
44.4194,0.0000,0.00000,0.00000,16.7000
44.4845,0.0000,0.00000,0.00000,16.7000
44.5495,0.0000,0.00000,0.00000,16.7000
44.6146,0.0000,0.00000,0.00000,16.7000
44.6797,0.0000,0.00000,0.00000,16.7000
44.7447,0.0000,0.00000,0.00000,16.7000
44.8098,0.0000,0.00000,0.00000,16.7000
44.8749,0.0000,0.00000,0.00000,16.7000
44.9399,0.0000,0.00000,0.00000,16.7000
